device_id,cpu_usage,memory_usage,temperature_c,uptime_hours,downtime_event
DEV0281,62,38,56,3949,0
DEV0435,45,64,57,8169,1
DEV0117,77,40,62,8645,0
DEV0142,45,42,64,4930,0
DEV0072,61,46,62,4430,0
DEV0029,62,91,47,8597,0
DEV0025,91,38,63,5329,1
DEV0087,59,60,56,3095,0
DEV0187,89,45,54,7070,0
DEV0100,50,47,60,2314,1
DEV0441,27,83,50,9501,1
DEV0496,31,87,48,375,0
DEV0255,75,99,33,6253,0
DEV0396,30,70,77,6653,0
DEV0178,53,93,65,8438,0
DEV0140,56,67,58,3648,0
DEV0082,48,29,53,7072,0
DEV0356,38,92,31,951,1
DEV0432,63,58,52,4623,1
DEV0434,99,38,67,8779,0
DEV0019,94,83,69,1653,0
DEV0368,26,38,66,1861,0
DEV0255,89,95,61,8875,1
DEV0053,69,81,73,6899,0
DEV0035,40,32,56,4410,0
DEV0369,82,44,70,4705,0
DEV0155,87,61,56,8802,0
DEV0067,58,58,51,7856,0
DEV0461,11,49,49,3913,0
DEV0230,57,24,49,5991,0
DEV0051,23,37,66,6988,0
DEV0361,68,40,52,6294,0
DEV0403,67,69,49,8247,0
DEV0043,67,25,67,3302,0
DEV0035,60,69,63,442,0
DEV0015,93,99,69,7845,0
DEV0144,11,85,65,1523,0
DEV0355,50,20,52,8437,0
DEV0069,92,76,60,4657,0
DEV0199,91,49,61,9207,0
DEV0085,25,77,50,6747,1
DEV0169,13,71,48,2011,0
DEV0438,21,56,53,1439,0
DEV0193,38,67,80,2346,1
DEV0473,16,20,55,6546,0
DEV0030,23,38,72,3051,0
DEV0147,21,65,55,597,0
DEV0088,14,86,68,890,0
DEV0302,90,21,69,8301,0
DEV0316,41,75,69,3198,0
DEV0079,83,36,63,8284,0
DEV0227,52,98,73,2916,1
DEV0024,90,41,63,426,0
DEV0420,78,46,77,982,0
DEV0177,54,74,43,1771,0
DEV0187,18,51,63,5102,0
DEV0270,58,79,62,9029,0
DEV0214,42,47,50,2274,0
DEV0295,27,47,65,5335,0
DEV0264,18,93,45,1023,0
DEV0176,71,44,53,4366,0
DEV0080,66,97,40,8212,0
DEV0238,38,45,75,2924,0
DEV0081,87,94,57,5207,0
DEV0197,34,90,81,6969,0
DEV0297,24,36,68,5820,0
DEV0291,15,26,64,9445,0
DEV0448,51,75,54,2170,0
DEV0181,38,83,49,7446,0
DEV0054,88,39,65,6644,1
DEV0165,13,57,59,4700,0
DEV0436,91,94,46,1020,0
DEV0018,66,77,44,6191,1
DEV0277,58,35,50,3582,0
DEV0256,53,70,78,6572,0
DEV0298,89,46,82,1543,1
DEV0321,84,70,62,2901,1
DEV0465,23,94,61,1875,0
DEV0136,12,35,56,8320,0
DEV0477,71,79,50,2392,0
DEV0212,73,95,73,3803,0
DEV0241,54,59,78,925,0
DEV0114,91,86,51,7811,0
DEV0357,67,21,59,3841,0
DEV0423,29,67,55,8430,0
DEV0317,67,71,55,4552,0
DEV0444,98,43,71,2359,0
DEV0197,66,97,46,1262,0
DEV0187,86,21,64,3539,0
DEV0266,77,84,67,2633,0
DEV0191,87,39,58,5712,0
DEV0454,61,53,68,9651,0
DEV0263,46,60,61,8030,0
DEV0035,17,60,72,2325,0
DEV0347,53,94,44,3772,0
DEV0042,14,42,56,2260,0
DEV0213,78,57,59,8574,0
DEV0088,40,63,33,9431,0
DEV0285,54,86,49,1897,0
DEV0155,18,81,51,9482,0
DEV0294,41,31,69,1344,0
DEV0258,42,49,52,7169,0
DEV0025,76,84,51,7993,0
DEV0194,39,60,68,4508,0
DEV0294,85,39,43,2030,0
DEV0059,38,25,39,2618,0
DEV0466,12,94,56,147,0
DEV0106,99,23,45,233,1
DEV0007,66,29,45,5775,0
DEV0177,39,70,65,2464,0
DEV0196,18,57,68,3609,0
DEV0364,35,20,67,7253,0
DEV0232,11,27,71,4194,0
DEV0297,71,82,72,2637,1
DEV0202,12,52,38,8096,0
DEV0435,55,34,64,6084,0
DEV0361,77,50,54,2571,1
DEV0220,34,40,52,2534,0
DEV0350,60,22,65,5121,0
DEV0280,22,85,42,4435,0
DEV0292,53,54,42,3622,0
DEV0336,44,60,66,2405,0
DEV0481,64,78,64,5387,0
DEV0394,96,35,61,763,0
DEV0496,18,75,51,5781,0
DEV0277,11,64,67,7543,0
DEV0283,70,78,66,6044,1
DEV0311,50,69,60,7874,0
DEV0085,53,31,48,4949,0
DEV0219,73,31,55,4300,0
DEV0480,40,52,68,7197,0
DEV0389,56,68,73,5122,1
DEV0373,11,40,56,3592,0
DEV0227,91,79,57,5568,0
DEV0470,86,71,58,8039,0
DEV0315,78,73,62,9245,0
DEV0420,67,58,54,1773,0
DEV0330,53,68,31,1442,0
DEV0290,83,83,71,8531,0
DEV0052,65,45,77,6670,0
DEV0390,52,90,53,3149,0
DEV0142,98,26,49,6383,1
DEV0059,43,91,58,4347,0
DEV0057,39,81,58,6674,0
DEV0120,80,43,69,9755,0
DEV0037,79,59,60,5431,0
DEV0186,64,95,52,499,0
DEV0467,76,66,46,2037,0
DEV0288,22,27,68,8473,0
DEV0276,12,73,65,1174,0
DEV0126,35,28,70,2673,0
DEV0213,66,22,50,2497,0
DEV0463,33,73,78,9373,1
DEV0337,62,40,42,518,1
DEV0189,79,67,67,9452,0
DEV0492,52,66,40,739,0
DEV0185,69,87,52,2184,0
DEV0109,67,82,75,4689,0
DEV0052,58,35,68,458,0
DEV0344,51,93,54,1903,1
DEV0341,85,24,54,5304,0
DEV0432,75,30,61,7989,0
DEV0335,20,48,65,638,0
DEV0395,99,98,72,4539,0
DEV0101,27,89,55,6988,0
DEV0414,94,67,43,965,0
DEV0316,61,34,61,6128,1
DEV0146,55,53,55,9067,1
DEV0376,53,79,46,4771,0
DEV0476,31,81,62,1135,0
DEV0205,62,21,57,8652,0
DEV0491,68,99,63,2919,0
DEV0458,39,38,51,8587,0
DEV0175,17,68,64,1526,0
DEV0231,66,97,46,5594,0
DEV0126,82,47,51,792,0
DEV0268,29,67,57,7693,0
DEV0434,34,56,77,1167,0
DEV0251,28,93,67,1232,0
DEV0358,14,68,70,9413,0
DEV0489,84,67,74,7712,1
DEV0112,88,92,96,9533,0
DEV0040,81,48,60,1046,0
DEV0218,92,79,74,1715,0
DEV0236,96,48,70,8354,0
DEV0192,36,77,69,5815,0
DEV0275,49,67,77,6169,0
DEV0087,35,42,55,493,0
DEV0240,36,46,55,9818,0
DEV0356,71,26,63,7634,1
DEV0155,92,68,58,9793,0
DEV0180,59,73,63,7522,0
DEV0080,51,87,75,6302,0
DEV0007,38,97,55,619,0
DEV0251,48,61,56,488,1
DEV0191,69,93,61,687,0
DEV0077,50,78,57,3597,0
DEV0055,42,63,40,7769,0
DEV0204,92,45,54,2671,0
DEV0347,92,42,66,8571,1
DEV0481,25,92,74,6808,0
DEV0159,32,27,48,9096,0
DEV0139,16,72,48,8366,0
DEV0401,35,33,60,3085,0
DEV0230,21,90,39,809,0
DEV0322,81,26,55,3762,0
DEV0067,14,28,42,4730,0
DEV0098,78,22,73,1530,0
DEV0114,58,97,52,5091,0
DEV0416,35,36,76,5167,0
DEV0408,14,63,71,8938,1
DEV0472,31,65,53,2138,0
DEV0013,88,77,49,4233,0
DEV0406,22,47,58,5451,0
DEV0147,37,33,58,2315,0
DEV0437,42,28,63,3456,0
DEV0222,32,45,52,202,0
DEV0423,27,21,67,8436,0
DEV0021,39,94,62,9046,0
DEV0496,35,53,56,6903,0
DEV0215,25,38,52,4561,1
DEV0144,86,58,58,6396,0
DEV0490,48,32,51,6665,0
DEV0391,42,24,60,6562,0
DEV0340,35,69,60,182,0
DEV0112,57,42,62,9603,0
DEV0490,74,48,77,8063,0
DEV0382,47,91,58,6090,0
DEV0078,11,45,70,5852,0
DEV0154,15,98,62,6322,1
DEV0086,55,76,57,3768,0
DEV0361,59,20,58,1715,0
DEV0484,47,47,59,4346,0
DEV0474,97,81,62,2162,0
DEV0076,27,66,50,9071,1
DEV0369,36,97,45,7655,1
DEV0031,50,78,66,1158,1
DEV0360,81,50,68,2498,1
DEV0324,83,89,67,2430,0
DEV0168,26,68,61,1859,0
DEV0283,71,24,67,527,0
DEV0393,38,50,67,5477,0
DEV0460,67,56,67,5129,0
DEV0349,79,98,51,3976,0
DEV0220,87,34,49,2216,0
DEV0272,31,71,56,659,1
DEV0200,15,88,59,5541,0
DEV0367,35,30,57,9677,0
DEV0113,48,62,41,2717,0
DEV0013,21,89,77,689,0
DEV0462,23,42,57,598,0
DEV0060,31,59,61,6447,0
DEV0335,60,82,72,8004,0
DEV0188,32,21,36,9821,0
DEV0393,57,98,54,9930,1
DEV0437,80,92,56,9424,0
DEV0376,59,66,56,7532,0
DEV0381,98,49,58,6056,0
DEV0364,22,35,74,4583,1
DEV0288,94,78,66,8707,0
DEV0470,19,66,69,5096,0
DEV0055,64,49,60,1691,0
DEV0243,18,28,46,4507,0
DEV0153,88,84,39,3983,0
DEV0169,61,78,44,1707,0
DEV0282,11,83,63,3824,0
DEV0109,34,27,60,7655,0
DEV0413,22,71,57,302,1
DEV0384,60,37,56,3954,0
DEV0338,67,77,80,8401,0
DEV0036,43,68,51,868,0
DEV0212,44,51,69,238,0
DEV0353,12,67,60,320,0
DEV0340,68,64,59,7456,0
DEV0131,79,73,71,9152,0
DEV0059,57,65,74,4027,0
DEV0491,73,50,57,2487,0
DEV0162,28,56,67,2625,0
DEV0262,76,35,63,5154,0
DEV0159,91,65,60,9737,0
DEV0227,82,65,62,7056,0
DEV0160,85,97,53,1709,0
DEV0298,14,80,56,5543,0
DEV0313,76,65,54,298,0
DEV0329,20,70,69,6084,0
DEV0046,77,81,59,9452,0
DEV0368,78,54,47,1469,0
DEV0475,10,61,52,3671,0
DEV0344,72,64,30,588,0
DEV0312,38,87,55,3640,0
DEV0434,91,94,60,9156,0
DEV0123,21,66,58,2280,0
DEV0214,86,98,79,3428,0
DEV0158,50,49,65,3734,0
DEV0164,11,43,65,755,0
DEV0282,46,85,43,6086,0
DEV0050,54,62,56,9671,0
DEV0130,89,53,55,335,0
DEV0362,57,42,52,1088,0
DEV0364,33,80,52,1482,0
DEV0263,31,56,41,9106,0
DEV0155,20,32,47,9981,0
DEV0336,67,90,68,5729,1
DEV0305,55,26,58,2586,1
DEV0046,38,61,54,1765,0
DEV0248,44,57,59,4086,0
DEV0221,24,71,71,8286,1
DEV0213,69,63,60,1923,0
DEV0410,51,83,65,5928,0
DEV0466,52,32,51,5530,0
DEV0321,89,47,53,5436,0
DEV0002,83,20,63,4188,0
DEV0206,58,62,78,710,0
DEV0230,73,61,74,9627,0
DEV0335,41,69,65,3968,0
DEV0192,73,79,61,4425,0
DEV0320,11,20,74,4535,0
DEV0356,33,70,67,2263,0
DEV0253,96,35,37,8362,0
DEV0472,75,58,49,1849,0
DEV0316,47,34,63,5045,0
DEV0089,40,52,42,5272,0
DEV0393,35,72,51,441,0
DEV0015,38,36,53,4783,0
DEV0165,76,25,57,3931,0
DEV0262,87,50,57,2479,0
DEV0427,34,88,57,6205,0
DEV0045,57,59,68,3969,0
DEV0332,74,49,57,6168,1
DEV0475,62,88,56,2539,0
DEV0455,76,95,46,8006,0
DEV0412,99,26,70,7957,0
DEV0180,27,32,53,5529,0
DEV0460,18,23,49,571,0
DEV0106,47,69,62,8159,0
DEV0419,96,22,52,3865,0
DEV0322,30,31,54,7926,0
DEV0410,74,84,62,8012,0
DEV0148,30,46,56,8945,0
DEV0473,36,69,83,561,0
DEV0190,79,96,59,1273,0
DEV0469,53,36,66,1767,0
DEV0129,37,91,40,3421,0
DEV0348,54,51,51,8931,0
DEV0437,26,70,49,4469,0
DEV0486,49,36,50,8773,0
DEV0205,12,53,64,8373,0
DEV0030,85,54,70,4226,0
DEV0444,85,43,63,2893,1
DEV0010,75,73,57,9399,0
DEV0109,55,37,53,6285,0
DEV0150,95,69,71,3885,0
DEV0285,96,65,80,350,0
DEV0325,39,67,61,1720,0
DEV0392,78,52,69,8557,1
DEV0437,18,46,63,121,0
DEV0139,94,20,67,2223,0
DEV0154,20,78,48,1610,0
DEV0147,78,29,55,3952,0
DEV0403,75,44,63,4875,0
DEV0414,97,76,72,7108,0
DEV0036,40,85,51,3522,0
DEV0426,42,34,39,8531,0
DEV0184,48,47,55,8342,0
DEV0265,55,32,70,3107,0
DEV0135,46,33,44,8767,0
DEV0018,69,85,48,256,0
DEV0137,40,53,61,6442,0
DEV0390,20,44,58,7698,0
DEV0198,96,73,65,4861,1
DEV0045,11,98,47,2119,0
DEV0406,36,31,56,5337,0
DEV0465,11,28,71,9978,0
DEV0079,30,50,48,8023,0
DEV0457,67,97,74,4270,1
DEV0454,14,72,49,5147,0
DEV0087,61,62,68,2514,0
DEV0209,54,57,56,2255,0
DEV0224,94,61,48,3857,0
DEV0253,29,91,55,192,0
DEV0160,70,67,65,6343,0
DEV0229,47,86,59,8962,0
DEV0195,29,85,71,2243,1
DEV0377,34,35,74,8523,0
DEV0144,11,35,48,6071,0
DEV0130,41,50,47,1702,0
DEV0500,35,77,46,3051,0
DEV0451,79,47,51,1410,1
DEV0041,50,23,71,8067,0
DEV0179,76,29,65,6346,0
DEV0014,10,70,54,258,0
DEV0462,60,37,59,3878,0
DEV0478,14,66,74,1686,0
DEV0433,22,51,79,477,0
DEV0232,28,49,62,3395,1
DEV0433,21,55,33,9005,0
DEV0027,57,28,62,9029,0
DEV0337,34,55,69,2600,1
DEV0423,66,48,62,1963,1
DEV0329,44,35,67,7988,0
DEV0420,85,40,63,591,0
DEV0010,14,83,47,8213,0
DEV0349,31,85,51,7601,1
DEV0388,86,78,56,9821,0
DEV0085,66,47,70,7510,0
DEV0357,56,74,52,7831,0
DEV0002,63,50,64,1045,1
DEV0207,12,52,63,8993,0
DEV0412,62,79,75,2584,0
DEV0089,93,60,59,2855,0
DEV0410,40,65,42,7728,0
DEV0121,78,68,66,7917,0
DEV0457,97,84,81,3133,0
DEV0030,42,61,67,489,0
DEV0009,81,42,52,7934,0
DEV0129,97,46,49,9535,1
DEV0312,59,51,50,3447,1
DEV0312,93,22,80,111,0
DEV0204,25,79,56,9808,0
DEV0317,85,95,53,1720,0
DEV0301,86,98,58,8340,0
DEV0500,48,36,56,6253,0
DEV0397,98,51,75,8278,0
DEV0398,55,26,49,8552,0
DEV0138,97,90,71,8611,0
DEV0145,56,88,61,2027,0
DEV0401,53,77,72,6913,0
DEV0415,18,59,75,2932,0
DEV0174,96,67,60,7078,0
DEV0049,59,70,56,4216,0
DEV0243,86,76,60,115,0
DEV0090,69,90,59,3966,0
DEV0483,24,56,43,2445,0
DEV0100,45,94,75,9232,0
DEV0203,72,93,62,8550,0
DEV0208,78,74,48,1163,0
DEV0093,95,60,39,375,0
DEV0237,89,39,36,2666,0
DEV0274,50,52,67,5022,0
DEV0459,83,59,53,2030,0
DEV0267,33,53,55,3682,0
DEV0201,91,81,64,1431,0
DEV0473,58,38,54,8166,0
DEV0250,27,62,65,9848,1
DEV0439,16,88,60,579,1
DEV0096,13,82,59,4609,1
DEV0226,99,29,44,3146,0
DEV0387,78,32,51,1588,0
DEV0462,69,24,66,8252,0
DEV0496,64,77,53,2192,0
DEV0104,25,78,72,929,0
DEV0473,99,95,83,7755,0
DEV0144,91,78,66,2800,0
DEV0484,38,96,74,8435,1
DEV0137,32,34,67,5030,1
DEV0068,23,96,54,2904,0
DEV0173,88,20,62,8090,0
DEV0002,58,57,80,6436,0
DEV0119,42,72,54,9075,0
DEV0345,34,71,49,6116,1
DEV0498,30,20,48,4373,1
DEV0120,26,30,57,6561,0
DEV0278,32,77,49,7658,0
DEV0377,66,59,76,2298,0
DEV0453,90,79,62,8902,1
DEV0433,67,63,69,8832,1
DEV0149,23,25,57,7475,0
DEV0330,29,47,48,7989,0
DEV0343,39,50,46,512,0
DEV0219,28,27,50,7356,0
DEV0478,62,24,63,5968,0
DEV0183,65,73,65,5477,0
DEV0004,86,36,66,5827,0
DEV0058,91,57,45,1527,0
DEV0198,32,28,59,3610,1
DEV0374,71,93,49,1737,0
DEV0443,42,97,64,4676,0
DEV0026,27,33,64,8471,0
DEV0458,82,45,48,3496,0
DEV0113,42,81,69,4777,0
DEV0197,41,44,83,5625,0
DEV0423,70,99,68,7222,0
DEV0229,63,55,58,1742,0
DEV0360,26,99,56,1394,0
DEV0385,28,52,57,9874,0
DEV0441,79,22,52,3636,0
DEV0098,43,30,62,7887,0
DEV0304,93,77,48,8655,0
DEV0200,34,83,41,2216,0
DEV0021,77,37,62,2661,0
DEV0415,83,66,60,6139,1
DEV0186,83,63,54,7500,0
DEV0175,97,78,47,7968,0
DEV0279,94,69,62,6365,0
DEV0459,20,88,50,2642,0
DEV0208,25,48,58,6820,0
DEV0091,99,86,77,4120,0
DEV0263,70,21,66,983,0
DEV0384,89,44,46,1272,0
DEV0305,16,38,47,7138,0
DEV0216,25,59,61,5695,0
DEV0480,25,21,46,4774,1
DEV0253,49,84,39,7838,0
DEV0355,21,81,65,8404,0
DEV0031,44,73,63,6788,0
DEV0125,30,64,64,6642,0
DEV0431,59,68,62,9083,1
DEV0349,52,88,59,1415,0
DEV0196,26,57,53,3333,0
DEV0291,41,23,65,150,0
DEV0459,50,36,75,243,0
DEV0034,15,72,54,3787,0
DEV0231,97,72,49,5901,0
DEV0442,36,50,48,5352,0
DEV0015,29,41,51,5718,0
DEV0334,34,30,62,4585,0
DEV0341,75,53,38,7437,1
DEV0327,18,34,64,8251,1
DEV0337,62,29,66,8216,0
DEV0170,70,72,42,3830,0
DEV0146,47,67,50,9040,1
DEV0206,12,50,60,9166,0
DEV0038,93,56,58,3044,0
DEV0320,79,47,65,4903,0
DEV0029,64,50,58,1308,0
DEV0374,10,89,72,3833,1
DEV0371,79,33,56,313,0
DEV0010,54,35,50,6666,0
DEV0273,56,44,49,1918,0
DEV0416,88,58,67,3594,0
DEV0445,35,85,60,585,0
DEV0115,23,57,66,7644,0
DEV0084,63,60,66,3115,0
DEV0081,80,59,39,3579,1
DEV0430,55,83,48,7029,0
DEV0071,40,35,49,6514,0
DEV0371,97,96,51,5316,0
DEV0056,68,78,55,5037,0
DEV0317,38,30,69,3218,0
DEV0359,26,20,71,763,0
DEV0300,23,32,57,1123,1
DEV0222,45,49,57,6416,0
DEV0422,67,88,52,4542,0
DEV0104,33,37,60,336,0
DEV0233,72,97,62,6786,0
DEV0178,34,32,68,3443,0
DEV0074,68,51,67,6650,0
DEV0288,41,90,36,2225,0
DEV0377,91,91,58,8058,0
DEV0346,27,69,73,3317,0
DEV0053,46,90,55,2055,0
DEV0432,35,99,71,6255,0
DEV0465,18,50,56,8027,0
DEV0257,73,70,61,328,1
DEV0359,81,46,48,5038,0
DEV0118,29,79,49,5160,0
DEV0218,63,52,67,6915,0
DEV0030,95,72,68,2986,0
DEV0265,92,91,60,6974,0
DEV0108,39,52,47,7705,0
DEV0289,62,60,60,2919,1
DEV0282,72,38,72,3089,0
DEV0298,20,60,77,9378,0
DEV0202,40,61,56,7238,0
DEV0298,58,42,43,2093,0
DEV0096,96,94,68,3145,0
DEV0039,28,52,57,6293,0
DEV0317,21,39,69,3405,0
DEV0248,24,44,62,2092,0
DEV0303,40,71,51,3699,0
DEV0426,52,31,60,3687,0
DEV0304,46,51,73,1405,0
DEV0240,88,52,58,6463,0
DEV0180,38,93,49,5567,0
DEV0161,35,87,44,4559,0
DEV0155,11,34,52,5187,0
DEV0427,93,70,55,1019,0
DEV0157,24,25,68,8333,1
DEV0403,13,88,48,1382,0
DEV0210,95,88,75,6209,0
DEV0384,59,54,46,2220,0
DEV0355,47,53,83,4596,0
DEV0111,32,82,77,3250,1
DEV0284,68,87,61,5406,1
DEV0486,99,37,43,1933,0
DEV0266,84,45,59,7823,1
DEV0451,37,80,56,5978,0
DEV0362,75,97,47,5109,1
DEV0477,17,93,62,3962,0
DEV0144,38,67,51,228,0
DEV0100,20,91,52,1445,1
DEV0257,27,50,57,7469,0
DEV0118,64,53,54,7232,0
DEV0338,59,26,80,4742,0
DEV0388,23,26,54,3323,1
DEV0453,83,66,64,3576,0
DEV0213,18,27,61,5197,0
DEV0132,20,97,63,9727,0
DEV0115,72,20,64,8547,0
DEV0404,85,96,68,5822,0
DEV0319,76,22,62,4846,0
DEV0467,62,72,62,3511,0
DEV0291,48,57,60,175,0
DEV0116,87,70,58,3711,0
DEV0301,65,34,50,8101,0
DEV0057,37,86,59,8796,0
DEV0377,84,83,62,3492,0
DEV0152,48,87,64,5211,0
DEV0276,34,24,61,6219,0
DEV0498,30,29,57,2494,0
DEV0412,19,27,59,1516,0
DEV0166,52,31,54,7943,1
DEV0152,24,83,63,8531,0
DEV0212,92,78,57,6153,0
DEV0280,57,86,61,1877,1
DEV0326,95,69,70,6414,1
DEV0102,30,42,52,5864,0
DEV0383,69,59,65,4258,0
DEV0374,59,97,60,4246,0
DEV0253,32,96,80,2731,0
DEV0281,22,95,57,5540,0
DEV0480,78,37,66,3489,0
DEV0465,13,40,60,9506,0
DEV0081,87,20,46,769,0
DEV0453,81,57,54,3661,0
DEV0273,18,60,68,6333,1
DEV0058,44,61,55,5641,1
DEV0457,30,28,37,7758,0
DEV0404,67,42,59,8907,0
DEV0002,27,97,49,4758,0
DEV0339,81,30,61,7521,0
DEV0009,90,90,75,9422,0
DEV0191,52,50,67,7561,0
DEV0123,15,45,75,5730,0
DEV0104,95,49,54,5455,0
DEV0083,87,53,58,9813,0
DEV0109,76,65,49,8112,1
DEV0120,21,88,53,4551,0
DEV0452,21,24,50,2764,0
DEV0390,75,80,46,4962,0
DEV0228,11,57,73,8595,0
DEV0267,24,47,39,1615,0
DEV0405,32,45,73,683,0
DEV0106,38,80,72,8658,1
DEV0447,90,42,64,8750,0
DEV0496,16,65,48,219,0
DEV0217,37,49,44,3384,0
DEV0128,23,86,54,8008,0
DEV0286,53,52,66,3354,0
DEV0338,39,22,60,4559,1
DEV0473,90,88,49,5665,0
DEV0371,41,61,71,2068,0
DEV0149,79,81,76,2631,0
DEV0151,97,77,57,9143,0
DEV0061,15,76,61,6489,0
DEV0158,36,20,44,2029,0
DEV0492,91,92,55,2043,0
DEV0174,97,79,65,9055,0
DEV0444,33,88,63,3396,0
DEV0274,43,78,54,5376,1
DEV0318,49,65,57,5825,1
DEV0244,56,53,55,1001,0
DEV0481,88,44,57,9810,1
DEV0173,84,61,64,6065,0
DEV0317,95,48,40,3356,0
DEV0059,33,44,59,5606,0
DEV0419,74,73,63,9033,0
DEV0110,27,92,54,3653,0
DEV0406,53,86,55,7532,0
DEV0370,85,34,55,1793,0
DEV0408,66,23,55,6595,0
DEV0215,37,57,60,2229,0
DEV0307,80,39,61,4111,0
DEV0065,32,42,38,3352,0
DEV0399,94,56,66,1465,0
DEV0368,43,81,57,8487,0
DEV0412,20,27,79,6303,0
DEV0252,95,56,48,250,1
DEV0298,44,64,51,5280,0
DEV0148,51,52,57,4623,0
DEV0228,37,26,64,7194,0
DEV0299,91,41,40,430,0
DEV0208,87,24,51,3424,0
DEV0197,91,34,65,9181,0
DEV0243,33,40,50,1054,1
DEV0191,17,36,73,7500,0
DEV0171,62,75,55,4549,1
DEV0242,81,69,51,6460,0
DEV0463,13,26,66,2144,0
DEV0258,14,69,76,5745,0
DEV0472,58,79,64,6654,0
DEV0461,39,26,72,3699,0
DEV0151,81,59,76,6974,0
DEV0396,72,64,50,7141,0
DEV0430,56,78,69,5110,0
DEV0382,35,94,44,4090,0
DEV0417,66,74,64,7948,0
DEV0300,46,83,59,5745,0
DEV0237,16,84,72,1675,0
DEV0153,49,73,71,5119,0
DEV0291,48,59,65,6823,0
DEV0419,71,72,62,5854,0
DEV0065,87,63,65,2313,0
DEV0427,62,82,60,1326,0
DEV0452,13,21,59,9955,0
DEV0250,91,98,74,8655,0
DEV0190,34,40,75,2047,0
DEV0159,16,69,58,5644,0
DEV0412,37,71,62,4853,0
DEV0395,78,28,60,3732,0
DEV0032,76,39,43,5688,1
DEV0322,29,37,56,6758,0
DEV0060,92,49,75,9566,0
DEV0179,20,84,52,9737,0
DEV0236,76,43,81,4927,0
DEV0187,96,66,71,6238,0
DEV0205,16,63,64,6079,0
DEV0401,32,48,65,9301,0
DEV0115,70,96,50,5486,0
DEV0254,80,87,57,5387,0
DEV0068,43,36,74,8987,0
DEV0223,28,24,53,4717,0
DEV0422,67,69,70,2484,0
DEV0320,18,59,46,9674,0
DEV0387,57,65,48,6896,0
DEV0491,91,70,79,3705,0
DEV0310,50,30,59,7133,1
DEV0332,57,31,54,6847,0
DEV0172,54,32,73,8944,0
DEV0210,34,83,72,8036,1
DEV0127,87,27,69,858,0
DEV0158,34,84,54,1379,0
DEV0366,28,28,57,541,0
DEV0459,48,21,63,6328,0
DEV0088,88,97,66,7816,0
DEV0469,89,32,54,4293,0
DEV0369,36,21,61,4070,0
DEV0054,83,87,62,1626,0
DEV0048,72,95,72,290,0
DEV0291,77,67,67,1973,1
DEV0324,28,93,44,8058,1
DEV0026,37,22,57,7468,0
DEV0328,94,87,50,7589,0
DEV0088,87,25,65,7968,1
DEV0107,42,24,69,8549,0
DEV0237,19,22,61,8446,0
DEV0312,92,29,57,5706,0
DEV0204,39,62,60,4002,0
DEV0069,31,38,62,6760,0
DEV0080,12,33,53,8185,0
DEV0448,91,40,47,2512,0
DEV0352,84,62,39,123,0
DEV0157,57,47,72,6724,1
DEV0126,11,40,64,8058,0
DEV0481,85,55,63,1841,0
DEV0361,63,43,72,3260,0
DEV0462,15,73,47,3471,0
DEV0315,49,57,42,9352,0
DEV0025,11,36,63,3451,0
DEV0456,82,41,62,560,0
DEV0027,11,64,42,2217,0
DEV0355,83,93,63,6456,0
DEV0022,64,80,55,1706,0
DEV0455,81,30,51,171,0
DEV0228,69,80,56,6451,0
DEV0303,15,57,35,806,0
DEV0204,28,85,54,2028,0
DEV0378,36,52,52,2898,0
DEV0311,10,62,65,9469,0
DEV0265,42,50,58,8445,0
DEV0054,49,54,66,129,1
DEV0370,41,56,34,5171,0
DEV0320,78,66,51,3411,0
DEV0374,26,42,65,6887,0
DEV0365,17,55,56,1974,0
DEV0099,66,59,68,8528,0
DEV0423,51,34,41,8909,0
DEV0083,18,56,67,1671,0
DEV0220,96,23,53,7313,0
DEV0477,44,41,52,2537,0
DEV0008,80,41,69,7631,0
DEV0363,88,97,71,681,1
DEV0411,62,97,70,2354,0
DEV0453,63,36,80,5952,0
DEV0112,93,91,72,700,1
DEV0477,34,99,52,9270,1
DEV0483,76,99,61,8806,0
DEV0253,71,57,56,909,0
DEV0417,64,43,80,2585,0
DEV0224,55,25,71,7498,0
DEV0213,33,87,58,1546,0
DEV0138,55,25,68,568,0
DEV0362,31,45,47,729,0
DEV0144,20,60,62,3482,0
DEV0011,57,94,50,6638,1
DEV0019,17,57,43,213,0
DEV0448,48,99,67,1325,0
DEV0052,44,62,69,5583,0
DEV0205,58,72,64,1716,0
DEV0143,55,34,58,3417,0
DEV0042,47,75,47,7451,0
DEV0356,17,75,48,7680,0
DEV0096,63,50,50,6516,0
DEV0339,46,76,57,4740,0
DEV0335,49,70,70,5833,0
DEV0166,43,43,70,5718,0
DEV0384,88,77,43,4913,0
DEV0086,26,92,53,2637,1
DEV0305,42,23,52,3274,0
DEV0333,56,29,34,8074,0
DEV0084,61,82,65,2322,0
DEV0305,89,92,57,8121,0
DEV0335,18,34,58,151,0
DEV0199,42,82,73,2444,0
DEV0439,69,38,60,5164,0
DEV0150,86,82,55,6586,0
DEV0427,30,75,65,5930,0
DEV0050,67,40,70,4795,0
DEV0340,94,53,62,4366,0
DEV0124,78,36,66,1758,0
DEV0019,19,37,58,7468,0
DEV0347,15,85,59,5283,0
DEV0072,22,70,61,9178,0
DEV0146,74,84,52,5721,0
DEV0266,29,62,54,4110,0
DEV0050,66,76,73,735,0
